rank,name,basename,genre,esrb_rating,platform,publisher,developer,na_sales,year
476,Crash Bash,crash-bash,Misc,E,other,Sony Computer Entertainment,Eurocom Entertainment Software,1.56,2000
477,Gears of War 4,gears-of-war-4,Shooter,M,xbox,Microsoft Studios,The Coalition,2.17,2016
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,other,Bethesda Softworks,Bethesda Softworks,1.24,2016
480,Watch Dogs 2,watch-dogs-2,Action,unrated,other,Ubisoft,Ubisoft,0.98,2016
482,WWF War Zone,wwf-war-zone,Fighting,T,other,Acclaim Entertainment,Iguana Entertainment,2.47,1998
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,xbox,Ubisoft,Ubisoft Montreal,1.9,2013
485,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,2.13,2017
487,Rugrats: Search For Reptar,rugrats-search-for-reptar,Adventure,E,other,THQ,n-Space,1.63,1998
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,other,Electronic Arts,Eurocom Entertainment Software,1.45,2002
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,other,Sony Computer Entertainment,Insomniac Games,1.44,2002
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,other,LucasArts,The Collective,1.47,2005
493,Max Payne,max-payne,Shooter,M,other,Rockstar Games,Remedy Entertainment,1.99,2001
494,Madden NFL 16,madden-nfl-16,Sports,E,other,EA Sports,EA Tiburon,2.39,2015
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,other,Electronic Arts,"Hypnos Entertainment, Inc.",1.5,2003
501,Madden NFL 17,madden-nfl-17,Sports,E,other,EA Sports,EA Tiburon,2.3,2016
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,other,Activision,Luxoflux,1.89,2003
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,0.51,2009
504,Far Cry 3,far-cry-3,Shooter,unrated,other,Ubisoft,Ubisoft Montreal,0.88,2012
506,FIFA 16,fifa-16,Sports,E,xbox,EA Sports,EA Canada,0.92,2015
507,Tekken,tekken,Fighting,T,other,Namco,Namco,0.95,1995
509,007: Tomorrow Never Dies,007-tomorrow-never-dies,Shooter,T,other,Electronic Arts,Black Ops Entertainment,1.72,1999
510,L.A. Noire,la-noire,Adventure,M,other,Rockstar Games,Team Bondi,1.29,2011
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,other,THQ,Yuke's,1.76,2000
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,other,Warner Bros. Interactive Entertainment,Monolith Productions,1.03,2014
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,1.07,2013
519,Enter the Matrix,enter-the-matrix,Action,T,other,Atari,Shiny Entertainment,1.78,2003
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,other,Ubisoft,Ubisoft Quebec,1.18,2018
521,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,other,Bethesda Softworks,Obsidian Entertainment,1.54,2010
522,Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,Simulation,E,other,Namco,Namco,2.06,2001
524,Club Penguin: Elite Penguin Force,club-penguin-elite-penguin-force,Adventure,E,other,Disney Interactive Studios,1st Playable Productions,1.87,2008
525,FIFA Soccer 08,fifa-soccer-08,Sports,E,other,EA Sports,EA Canada,0.68,2007
526,FIFA 18,fifa-18,Sports,E,xbox,EA Sports,EA Vancouver,0.98,2017
527,Spider-Man,spider-man,Action,E,other,Activision,Neversoft Entertainment,1.7,2000
528,Need for Speed III: Hot Pursuit,need-for-speed-iii-hot-pursuit,Racing,E,other,Electronic Arts,EA Canada,2.14,1998
529,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,M,other,Bethesda Softworks,4J Studios,1.69,2007
533,Resident Evil 6,resident-evil-6,Action,M,other,Capcom,Capcom,0.88,2012
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,other,Ubisoft,Ubisoft Paris,1.07,2017
535,NBA 2K13,nba-2k13,Sports,E,xbox,2K Sports,Visual Concepts,2.62,2012
536,Titanfall,titanfall,Shooter,M,xbox,Electronic Arts,Respawn Entertainment,1.88,2014
538,Mass Effect 2,mass-effect-2,Role-Playing,M,xbox,Electronic Arts,BioWare Edmonton,1.99,2010
539,Madden NFL 2002,madden-nfl-2002,Sports,E,other,EA Sports,EA Sports,2.5,2001
541,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,nintendo,Warner Bros. Interactive,Traveller's Tales,1.8,2008
542,Saints Row 2,saints-row-2,Action,M,xbox,THQ,Volition Inc.,1.98,2008
544,The Sims: Vacation,the-sims-vacation,Simulation,T,pc,Electronic Arts,Maxis,1.72,2002
545,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,xbox,Activision,Infinity Ward,1.92,2013
546,Heavy Rain,heavy-rain,Adventure,M,other,Sony Computer Entertainment,Quantic Dream,1.29,2010
547,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,other,Warner Bros. Interactive,Traveller's Tales,1.75,2008
548,Borderlands 2,borderlands-2,Shooter,unrated,xbox,2K Games,Gearbox Software,1.89,2013
549,Kung Fu Panda,kung-fu-panda,Platform,E10,xbox,Activision,Luxoflux,1.91,2008
550,Mass Effect 3,mass-effect-3,Role-Playing,M,xbox,Electronic Arts,BioWare,1.94,2012
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,other,Konami Digital Entertainment,Kojima Productions,0.97,2015
554,Rayman,rayman,Platform,E,other,Ubisoft,Ubisoft Montpellier,1.54,1995
555,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Action,T,xbox,Ubisoft,Ubisoft,1.85,2002
558,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Sports,unrated,other,THQ,Yuke's Future Media Creators,1.45,2002
559,Disney Epic Mickey,disney-epic-mickey,Platform,E,nintendo,Disney Interactive Studios,Junction Point Studios,2.04,2010
560,Killzone 2,killzone-2,Shooter,M,other,Sony Computer Entertainment,Guerrilla Games,1.4,2009
569,WWE SmackDown! vs. Raw 2006,wwe-smackdown-vs-raw-2006,Fighting,T,other,THQ,Yuke's,1.57,2005
572,The Sims: Livin Large,the-sims-livin-large,Misc,T,pc,Electronic Arts,Maxis,1.67,2000
573,inFAMOUS,infamous,Action,T,other,Sony Computer Entertainment,Sucker Punch Productions,1.76,2009
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,E,other,Konami,Konami Computer Entertainment Tokyo,0.12,2003
575,Far Cry 3,far-cry-3,Shooter,M,xbox,Ubisoft,Ubisoft Montreal,1.38,2012
579,Star Wars: The Old Republic,star-wars-the-old-republic,Role-Playing,T,pc,Electronic Arts,BioWare / LucasArts,1.59,2011
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,other,Electronic Arts,EA Digital Illusions CE,1.33,2010
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,M,other,Eidos Interactive,IO Interactive,1.36,2002
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,E10,nintendo,Nintendo,Level 5,0.12,2017
584,Street Fighter IV,street-fighter-iv,Fighting,T,xbox,Capcom,Capcom / Dimps Corporation,1.83,2009
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,2.22,2003
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,T,other,THQ,Yuke's,1.45,2005
588,Pac-Man Collection,pac-man-collection,Puzzle,E,nintendo,Namco,Mass Media,2.07,2001
591,Madden NFL 13,madden-nfl-13,Sports,E,xbox,EA Sports,EA Tiburon,2.53,2012
592,Doom (2016),doom-2016,Shooter,unrated,other,Bethesda Softworks,id Software,0.93,2016
593,Mass Effect,mass-effect,Role-Playing,M,xbox,Microsoft Game Studios,BioWare Edmonton,1.83,2007
594,FIFA 15,fifa-15,Sports,E,xbox,EA Sports,EA Canada,0.8,2014
597,Mortal Kombat (2011),mortal-kombat-2011,Fighting,M,other,Warner Bros. Interactive Entertainment,NetherRealm Studios,1.98,2011
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,E,other,Konami,Konami Computer Entertainment Tokyo,0.08,2004
599,Sega Superstars Tennis,sega-superstars-tennis,Sports,E10,xbox,Sega,Sumo Digital,1.75,2008
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,E,nintendo,Majesco,Office Create,1.41,2007
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,E,other,Sony Computer Entertainment,Clap Hanz,0.99,2002
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,T,other,Activision,Spark Unlimited,1.51,2004
603,Syphon Filter,syphon-filter,Shooter,T,other,989 Studios,Eidetic,2.03,1999
604,Imagine: Babyz,imagine-babyz,Simulation,unrated,other,Ubisoft,Visual Impact,1.3,2007
605,Mafia III,mafia-iii,Action-Adventure,M,other,2K Games,Hangar 13,0.72,2016
607,Colin McRae Rally,colin-mcrae-rally,Racing,E,other,Sony Computer Entertainment,Codemasters,0.09,2000
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,T,xbox,Bethesda Softworks,Bethesda Softworks,2.09,2002
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,other,Ubisoft,Ubisoft Montreal,1.87,2010
615,Command & Conquer: Red Alert,command-amp-conquer-red-alert,Strategy,T,pc,Virgin Interactive,Westwood Studios,1.37,1996
620,Zumba Fitness 2,zumba-fitness-2,Sports,E,nintendo,Majesco,"Pipeworks Software, Inc.",1.52,2011
621,Madden NFL 10,madden-nfl-10,Sports,E,xbox,EA Sports,EA Tiburon,2.52,2009
622,BioShock,bioshock,Shooter,M,xbox,2K Games,2K Australia / 2K Boston,1.65,2007
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,T,other,THQ,Yuke's,1.32,2004
625,Finding Nemo,finding-nemo,Platform,E,nintendo,THQ,Vicarious Visions,1.59,2003
626,Medal of Honor,medal-of-honor,Shooter,M,other,Electronic Arts,EA Los Angeles,1.28,2010
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,other,Blizzard Entertainment,Blizzard Entertainment,0.83,2014
629,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,0.43,2009
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,other,Electronic Arts,Criterion Games,1.05,2010
631,Imagine: Fashion Designer,imagine-fashion-designer,Simulation,E,other,Ubisoft,Virtual Toys / Lexis Numerique,1.32,2007
632,Killzone 3,killzone-3,Shooter,M,other,Sony Computer Entertainment,Guerrilla Games,1.46,2011
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,T,other,THQ,Yuke's,1.32,2003
636,Hot Shots Golf,hot-shots-golf,Sports,unrated,other,Sony Computer Entertainment,Camelot Software Planning,0.29,1998
638,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,Action,E10,nintendo,Activision,Toys for Bob,1.35,2011
639,A Bug's Life,a-bugs-life,Platform,E,other,Sony Computer Entertainment,Traveller's Tales,1.96,1998
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,T,other,THQ,Yuke's,1.19,2001
641,Mortal Kombat Trilogy,mortal-kombat-trilogy,Fighting,M,other,Midway Games,Avalanche Software,1.98,1996
642,NBA Street,nba-street,Sports,E,other,EA Sports BIG,NuFX,2.19,2001
643,Jak II,jak-ii,Platform,T,other,Sony Computer Entertainment,Naughty Dog,1.68,2003
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,T,other,Sony Computer Entertainment,Insomniac Games,1.44,2003
645,The Sims,the-sims,Simulation,T,other,Electronic Arts,Edge of Reality,1.41,2003
646,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,xbox,LucasArts,LucasArts,1.74,2008
647,Saints Row: The Third,saints-row-the-third,Action,M,xbox,THQ,Volition Inc.,1.26,2011
648,Missile Command,missile-command,Shooter,unrated,other,Atari,Atari,2.56,1981
649,Battlefield 3,battlefield-3,Shooter,M,pc,Electronic Arts,Dice,0.89,2011
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,E10,other,Electronic Arts,Criterion Games,0.71,2012
654,L.A. Noire,la-noire,Adventure,M,xbox,Rockstar Games,Team Bondi,1.55,2011
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,0.63,2016
657,"Pokemon: Let's Go, Eevee!","eevee""",Role-Playing,E,nintendo,Nintendo,Game Freak,1.22,2018
658,Overwatch,overwatch,Shooter,T,xbox,Blizzard Entertainment,Blizzard Entertainment,1.63,2016
659,Need for Speed (2015),need-for-speed-2015,Racing,T,other,Electronic Arts,Ghost Games,0.59,2015
660,Madden NFL 13,madden-nfl-13,Sports,E,other,EA Sports,EA Tiburon,2.12,2012
661,Skate 3,skate-3,Sports,T,xbox,EA Sports,EA Black Box,1.47,2010
662,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,M,xbox,Ubisoft,Ubisoft Montreal,1.62,2015
664,Madden NFL 12,madden-nfl-12,Sports,E,xbox,EA Sports,EA Tiburon,2.43,2011
668,Call of Duty 3,call-of-duty-3,Shooter,T,xbox,Activision,Treyarch,1.49,2006
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E10,other,LucasArts,Traveller's Tales,1.85,2006
670,Madden NFL 11,madden-nfl-11,Sports,E,xbox,EA Sports,EA Tiburon,2.38,2010
671,Burnout 3: Takedown,burnout-3-takedown,Racing,T,other,Electronic Arts,Criterion Games,1.23,2004
673,Mortal Kombat,mortal-kombat,Fighting,unrated,other,Arena Entertainment,Probe Entertainment Limited,1.95,1993
674,Halo Wars,halo-wars,Strategy,T,xbox,Microsoft Game Studios,Ensemble Studios,1.58,2009
675,Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,Shooter,T,other,Activision,Treyarch,1.48,2005
676,Medal of Honor,medal-of-honor,Shooter,T,other,Electronic Arts,DreamWorks Interactive,1.44,1999
677,Guitar Hero: World Tour,guitar-hero-world-tour,Misc,T,xbox,Activision,Neversoft Entertainment,1.78,2008
678,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Fighting,T,other,THQ,Yuke's,1.32,2002
679,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,other,Square Enix,Square Enix,0.78,2012
680,Medal of Honor Heroes,medal-of-honor-heroes,Shooter,T,other,Electronic Arts,Team Fusion,0.86,2006
681,Hannah Montana,hannah-montana,Action,E,other,Buena Vista,DC Studios,1.59,2006
682,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.69,2009
683,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Action,T,other,Ubisoft,Ubisoft,1.15,2003
686,Medal of Honor,medal-of-honor,Shooter,M,xbox,Electronic Arts,EA Los Angeles,1.58,2010
687,NBA 2K12,nba-2k12,Sports,E,xbox,2K Sports,Visual Concepts,2.32,2011
688,Midnight Club: Street Racing,midnight-club-street-racing,Racing,T,other,Rockstar Games,Angel Studios,2,2000
689,NBA 2K13,nba-2k13,Sports,E,other,2K Sports,Visual Concepts,1.74,2012
690,NBA 2K19,nba-2k19,Sports,E,other,2K Sports,Visual Concepts,1.69,2018
691,ESPN NFL 2K5,espn-nfl-2k5,Sports,E,other,Sega,Visual Concepts,2.15,2004
692,Madden NFL 18,madden-nfl-18,Sports,E,other,EA Sports,EA Tiburon,1.73,2017
693,FIFA Soccer 10,fifa-soccer-10,Sports,E,xbox,EA Sports,EA Canada,0.6,2009
694,LittleBigPlanet,littlebigplanet,Platform,E,other,Sony Computer Entertainment,SCEE Cambridge,0.65,2009
695,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,other,Electronic Arts,Eurocom Entertainment Software,0.9,2002
699,Streets of Rage,streets-of-rage,Action,unrated,other,Sega,Sega,1.86,1990
700,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,xbox,Rockstar Games,Rockstar North,1.08,2009
701,LEGO Star Wars: The Complete Saga,lego-star-wars-the-complete-saga,Action,E10,xbox,LucasArts,Traveller's Tales,1.53,2007
702,Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,Strategy,E10,nintendo,Ubisoft,Ubisoft Milan,1.1,2017
703,Tom Clancy's The Division,tom-clancys-the-division,Shooter,M,xbox,Ubisoft,Massive Entertainment,1.54,2016
704,FIFA Soccer 09,fifa-soccer-09,Sports,E,other,Electronic Arts,EA Canada,0.49,2008
705,NBA Live 2005,nba-live-2005,Sports,E,other,EA Sports,EA Canada,2.03,2004
709,WWE SmackDown vs. RAW 2007,wwe-smackdown-vs-raw-2007,Fighting,T,other,THQ,Yuke's,1.4,2006
710,Skylanders Giants,skylanders-giants,Misc,E10,nintendo,Activision,Toys for Bob,1.49,2012
711,Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,Platform,T,other,Sony Computer Entertainment,Insomniac Games,1.31,2004
712,Madden NFL 08,madden-nfl-08,Sports,E,other,EA Sports,EA Tiburon,2.14,2007
714,NBA 2K14,nba-2k14,Sports,E,xbox,2K Sports,Visual Concepts,2.11,2013
715,Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,Platform,E10,other,Sony Computer Entertainment,Insomniac Games,0.93,2007
716,Hot Shots Golf,hot-shots-golf,Sports,unrated,other,Sony Computer Entertainment,Camelot Software Planning,0.26,1998
717,Dragon Age: Origins,dragon-age-origins,Role-Playing,M,xbox,Electronic Arts,BioWare Edmonton,1.76,2009
718,FIFA 16,fifa-16,Sports,E,other,EA Sports,EA Canada,0.43,2015
720,Madden NFL 09,madden-nfl-09,Sports,E,xbox,EA Sports,EA Tiburon,2.21,2008
721,Space Invaders,space-invaders,Shooter,unrated,other,Atari,Atari,2.36,1978
723,Crazy Taxi,crazy-taxi,Racing,T,other,Acclaim Entertainment,Hitmaker,1.13,2001
725,Tomb Raider (2013),tomb-raider-2013,Action,M,other,Square Enix,Crystal Dynamics,0.6,2013
726,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,T,other,Rockstar Games,Rockstar San Diego,1.59,2008
727,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,other,Konami,Konami,0.13,2008
728,Marvel: Ultimate Alliance,marvel-ultimate-alliance,Role-Playing,T,xbox,Activision,Raven Software,2.29,2006
740,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,rockstar-games-double-pack-grand-theft-auto-iii-amp-grand-theft-auto-vice-city,Action,M,xbox,Rockstar Games,Rockstar North,1.84,2003
741,NBA 2K15,nba-2k15,Sports,E,other,2K Sports,Visual Concepts,1.49,2014
742,Game Party,game-party,Misc,E,nintendo,Midway Games,JGI Entertainment,1.47,2007
743,Mortal Kombat: Deadly Alliance,mortal-kombat-deadly-alliance,Fighting,M,other,Midway Games,Midway,1.81,2002
746,Saints Row: The Third,saints-row-the-third,Action,M,other,THQ,Volition Inc.,0.86,2011
747,Tomb Raider: The Last Revelation,tomb-raider-the-last-revelation,Action,T,other,Eidos Interactive,Core Design Ltd.,1.15,1999
748,Assassin's Creed Origins,assassins-creed-origins,Action,M,xbox,Ubisoft,Ubisoft Montreal,1.34,2017
749,Pure,pure,Racing,E,xbox,Disney Interactive Studios,Black Rock Studio,1.38,2008
750,Rock Band,rock-band,Misc,T,xbox,MTV Games,Harmonix Music Systems,1.93,2007
751,Minecraft,minecraft,Misc,E10,other,Sony Computer Entertainment America,4J Studios,0.22,2014
753,Resistance 2,resistance-2,Shooter,M,other,Sony Computer Entertainment,Insomniac Games,1.15,2008
755,Madden NFL 16,madden-nfl-16,Sports,E,xbox,EA Sports,EA Tiburon,2.13,2015
757,Dying Light,dying-light,Action,M,other,Warner Bros. Interactive,Techland,1.18,2015
758,LEGO Harry Potter: Years 1-4,lego-harry-potter-years-1-4,Adventure,E10,nintendo,Warner Bros. Interactive,Traveller's Tales,1.29,2010
759,uDraw Studio,udraw-studio,Misc,E,nintendo,THQ,"Pipeworks Software, Inc.",1.65,2010
760,Madden NFL 17,madden-nfl-17,Sports,E,xbox,EA Sports,EA Tiburon,2.14,2016
761,Twisted Metal 2,twisted-metal-2,Racing,T,other,Sony Computer Entertainment,SingleTrac,2.12,1996
762,The Sims: Bustin' Out,the-sims-bustin-out,Simulation,T,other,Electronic Arts,Maxis,1.07,2003
764,Need for Speed Carbon: Own the City,need-for-speed-carbon-own-the-city,Racing,E10,other,Electronic Arts,EA Black Box,0.87,2006
768,Sonic Adventure,sonic-adventure,Platform,E,other,Sega,Sonic Team,1.26,1999
769,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,M,xbox,Ubisoft,Ubisoft Montreal,1.56,2008
771,Kinect: Disneyland Adventures,kinect-disneyland-adventures,Action-Adventure,E10,xbox,Microsoft Studios,Frontier Developments,1.73,2011
772,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,other,Konami,Konami,0.29,2010
773,ATV Offroad Fury,atv-offroad-fury,Racing,E,other,Sony Computer Entertainment,Rainbow Studios,2.07,2001
775,NBA 2K16,nba-2k16,Sports,E10,xbox,2K Sports,Visual Concepts,2.01,2015
776,Halo: Combat Evolved Anniversary,halo-combat-evolved-anniversary,Shooter,M,xbox,Microsoft Studios,343 Industries,1.44,2011
777,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,other,Electronic Arts,EA Black Box,0.69,2007
778,Tetris Plus,tetris-plus,Puzzle,E,other,Jaleco,Atlus Co.,2.1,1996
779,Forza Motorsport 5,forza-motorsport-5,Racing,E,xbox,Microsoft Studios,Turn 10 Studios,1.28,2013
